machine_id,timestamp,air_temperature,process_temperature,rotational_speed,torque,tool_wear
M02,1/8/2024 16:00,296.16,307.77,1825,45.41,136.3
M02,1/8/2024 17:00,295.64,305.67,1637,36.69,130.8
M02,1/8/2024 18:00,299.76,305.07,1903,48.6,140.2
M02,1/8/2024 19:00,295.93,305.5,1984,23.13,139.1
M02,1/8/2024 20:00,297.57,307.09,1983,47.07,139.3
M02,1/8/2024 21:00,301.95,306,2286,39.72,138.7
M02,1/8/2024 22:00,297.46,306.49,1510,52.2,139.5
M02,1/8/2024 23:00,296.52,311.28,1486,46.34,140
M02,1/9/2024 0:00,301.74,307.2,1486,28.67,141.3
M02,1/9/2024 1:00,299.21,310.05,1783,47.26,142.5
M02,1/9/2024 2:00,299.61,307.11,2260,41.24,138.2
M02,1/9/2024 3:00,299.52,310.49,1690,37.32,138.2
M02,1/9/2024 4:00,299.16,308.7,1224,54.54,147.2
M02,1/9/2024 5:00,301.03,308.98,1948,39.12,140.4
M02,1/9/2024 6:00,301.91,305.51,1338,20.48,141.6
M02,1/9/2024 7:00,301.64,307.79,1786,42,145.2
M02,1/9/2024 8:00,299.91,305.58,2298,38.82,142.4
M02,1/9/2024 9:00,295.55,311.45,1518,38.77,145.6
M02,1/9/2024 10:00,300.84,309.77,1335,30.86,146.8
M02,1/9/2024 11:00,303.56,306.71,2089,24.06,149.3
M02,1/9/2024 12:00,295.96,305.08,2216,53.36,149.2
M02,1/9/2024 13:00,300.05,306.17,1459,46.24,153.5
M02,1/9/2024 14:00,295.83,311.3,1886,71.92,148.2
M02,1/9/2024 15:00,297.52,308.5,2360,25.84,147.8
M02,1/9/2024 16:00,301.26,313.8,1436,27.99,152.1
M02,1/9/2024 17:00,297.55,311.44,1566,52.59,156.3
M02,1/9/2024 18:00,301.4,310.18,2058,27.86,151
M02,1/9/2024 19:00,297.24,310.78,2370,33.05,154.3
M02,1/9/2024 20:00,296.26,310.63,1294,53.39,150.7
M02,1/9/2024 21:00,296.98,310.91,1870,23.02,155.4
M02,1/9/2024 22:00,297.04,310.49,1696,36.24,157.5
M02,1/9/2024 23:00,305.94,317.63,2319,46.62,154.8
M02,1/10/2024 0:00,299.85,305.07,1886,20.05,159.7
M02,1/10/2024 1:00,300.09,305.73,2285,54.41,158
M02,1/10/2024 2:00,301.81,306,1773,23.26,163.8
M02,1/10/2024 3:00,298.64,309.91,1962,36.05,162.8
M02,1/10/2024 4:00,298.54,309.46,2007,22.62,161.8
M02,1/10/2024 5:00,301.75,306.66,1734,49.78,166.1
M02,1/10/2024 6:00,300.82,307.28,2127,29.52,158.4
M02,1/10/2024 7:00,300.46,309.09,1518,23.7,162.9
M02,1/10/2024 8:00,295.85,307.51,1625,35.82,163.8
M02,1/10/2024 9:00,306.7,319.79,1823,48.92,166.9
M02,1/10/2024 10:00,297.77,314.12,1812,63.45,170.6
M02,1/10/2024 11:00,300.56,305.85,1326,49.06,171.3
M02,1/10/2024 12:00,300.77,307.61,1372,40.38,164.8
M02,1/10/2024 13:00,295.15,305.45,2108,48.33,163.9
M02,1/10/2024 14:00,300.66,305.86,2144,21.77,173
M02,1/10/2024 15:00,300.07,308.47,1983,43.91,166.2
M02,1/10/2024 16:00,296.31,306.96,1504,21.21,171.4
M02,1/10/2024 17:00,297.07,307.88,2327,36.77,166.9
M02,1/10/2024 18:00,297.93,309.5,2276,28.72,176.7
M02,1/10/2024 19:00,295.14,307.68,1935,36.79,175.3
M02,1/10/2024 20:00,298.96,307.25,1753,26.29,171.5
M02,1/10/2024 21:00,301.27,310.45,1319,48.3,173.8
M02,1/10/2024 22:00,299.09,306.63,1526,23.5,176.4
M02,1/10/2024 23:00,300.71,311.42,1314,46.74,180
M02,1/11/2024 0:00,301.88,307.72,1555,26.16,177.2
M02,1/11/2024 1:00,299.88,311.4,1257,44.62,175.6
M02,1/11/2024 2:00,295.99,317.41,2208,38.97,174.6
M02,1/11/2024 3:00,295.14,308.35,1879,52.13,175.6
M02,1/11/2024 4:00,300.02,311.43,1862,22.08,175.8
M02,1/11/2024 5:00,295.99,305.78,2277,50.12,184.7
M02,1/11/2024 6:00,301.59,307.77,1406,31.78,179.1
M02,1/11/2024 7:00,300.13,308.06,2197,42.72,178.4
M02,1/11/2024 8:00,299.85,311.5,1930,27.81,183.3
M02,1/11/2024 9:00,297.15,309.82,1460,26.22,178.2
M02,1/11/2024 10:00,299.01,310.96,2362,21.13,184.9
M02,1/11/2024 11:00,301.77,306.55,2358,23.64,184.6
M02,1/11/2024 12:00,295.54,307.43,1854,25.88,189.3
M02,1/11/2024 13:00,299.96,309.47,1887,35.63,183.9
M02,1/11/2024 14:00,295.47,306.8,1421,45.21,182.4
M02,1/11/2024 15:00,297.94,306.16,2047,37.26,186.5
M02,1/11/2024 16:00,295.71,308.36,2383,42.78,190
M02,1/11/2024 17:00,295.52,310.92,1803,20.7,186.9
M03,1/4/2024 16:00,296.19,307.63,1353,39.15,4
M03,1/4/2024 17:00,299.16,309.3,2188,44.66,0.1
M03,1/4/2024 18:00,299.25,308.04,1309,23.54,0
M03,1/4/2024 19:00,299.88,310.05,2306,29.28,0.1
M03,1/4/2024 20:00,295.35,309,2205,25.38,1.6
M03,1/4/2024 21:00,297.06,309.63,2183,26.99,0
M03,1/4/2024 22:00,297.04,305.57,1436,30.79,3.5
M03,1/4/2024 23:00,299.63,305.64,2314,33.56,4
M03,1/5/2024 0:00,296.31,305.31,2100,36.28,3.3
M03,1/5/2024 1:00,295.43,310.27,1398,23,5.3
M03,1/5/2024 2:00,301.79,309.13,2333,22.13,6.5
M03,1/5/2024 3:00,301.76,309.81,2172,40.05,5.7
M03,1/5/2024 4:00,297.76,310.98,1271,37.57,13.1
M03,1/5/2024 5:00,299.74,309.34,1446,53.22,9.4
M03,1/5/2024 6:00,296.17,306.48,1594,24.42,9.9
M03,1/5/2024 7:00,298.05,311.98,1502,49.19,9
M03,1/5/2024 8:00,301.4,305.47,1994,39.47,12.7
M03,1/5/2024 9:00,298.64,311.42,1225,47.53,14.2
M03,1/5/2024 10:00,297.94,307.9,1503,39.83,14.5
M03,1/5/2024 11:00,295.7,305.74,1406,47.5,18.1
M03,1/5/2024 12:00,301.15,306.85,2194,40.02,14.9
M03,1/5/2024 13:00,297.82,309.33,2022,21.36,19.9
M03,1/5/2024 14:00,296.66,310.22,1750,51.4,11.9
M03,1/5/2024 15:00,297.12,306.96,2206,50.04,19.3
M03,1/5/2024 16:00,296.6,307.1,2107,47.09,16.4
M03,1/5/2024 17:00,299.23,305.63,2104,27.4,22.2
M03,1/5/2024 18:00,300.32,311.07,1315,38.03,16.3
M03,1/5/2024 19:00,298.55,305.95,2273,50.78,15.8
M03,1/5/2024 20:00,300.83,310.86,1710,21.16,16.8
M03,1/5/2024 21:00,296.39,307.58,2150,37.68,23.4
M03,1/5/2024 22:00,295.21,307.61,2113,26.22,26.5
M03,1/5/2024 23:00,297.45,306.14,1729,46.21,25.4
M03,1/6/2024 0:00,297.71,306.14,2371,47.29,21.5
M03,1/6/2024 1:00,296.58,306.45,2038,37.96,28.7
M03,1/6/2024 2:00,299.78,308.32,2831,42.66,232
M03,1/6/2024 3:00,301.27,310.96,2140,28.82,26.3
M03,1/6/2024 4:00,300.77,307.78,1409,20.26,32.4
M03,1/6/2024 5:00,300.88,308.93,2817,30.45,246
M03,1/6/2024 6:00,299.98,311.25,1811,26.59,29.1
M03,1/6/2024 7:00,295.4,311,2027,43.12,31.4
M03,1/6/2024 8:00,299.59,311.98,1731,51.74,29.4
M03,1/6/2024 9:00,299.08,311.96,1588,32.01,33.3
M03,1/6/2024 10:00,299.47,308.33,1934,37.76,35.4
M03,1/6/2024 11:00,301.14,306.27,1399,36.48,35.1
M03,1/6/2024 12:00,298.91,311.39,1887,42.91,30.7
M03,1/6/2024 13:00,301.1,307.94,1878,33.01,35.1
M03,1/6/2024 14:00,295.82,305.38,2395,40.31,36.2
M03,1/6/2024 15:00,296.36,305.84,1981,38.54,34.9
M03,1/6/2024 16:00,296.06,311.95,1901,34.32,37.2
M03,1/6/2024 17:00,298.2,307.21,1569,47.26,37.1
M03,1/6/2024 18:00,296.24,309.44,1209,35.82,35.1
M03,1/6/2024 19:00,299.03,306.11,1380,24.53,38.1
M03,1/6/2024 20:00,298,308.34,1209,21.32,36.5
M03,1/6/2024 21:00,295.1,307.26,2287,26.67,42
M03,1/6/2024 22:00,296.74,309.85,1905,30.92,37.1
M03,1/6/2024 23:00,297.14,305.46,1293,30.44,39.7
M03,1/7/2024 0:00,299.17,307.36,1474,32,46.6
M03,1/7/2024 1:00,296.32,311.64,2026,20.67,40.6
M03,1/7/2024 2:00,296.48,305.15,2233,25.91,42.7
M03,1/7/2024 3:00,295.26,311.14,1723,46.99,46.1
M03,1/7/2024 4:00,295.34,305.76,1240,21.69,41.8
M03,1/7/2024 5:00,306.3,306.77,2690,27.19,48.2
M03,1/7/2024 6:00,297.93,311.29,2247,45.16,43.3
M03,1/7/2024 7:00,295.74,306.39,1609,47.23,51.2
M03,1/7/2024 8:00,297.51,307.87,1528,21.38,48.6
M03,1/7/2024 9:00,301.53,307.31,1205,20.45,45.3
M03,1/7/2024 10:00,299.02,308.46,1384,47.28,45.9
M03,1/7/2024 11:00,301.33,309.51,2135,54.6,48.9
M03,1/7/2024 12:00,295.7,306.22,1280,49.83,50.3
M03,1/7/2024 13:00,297.98,305.81,1293,20.34,48.8
M03,1/7/2024 14:00,297.3,311.26,1749,50.75,49.1
M03,1/7/2024 15:00,296.28,307.81,2134,29.51,52.8
M03,1/7/2024 16:00,305.37,309.54,1541,23.96,56.7
M03,1/7/2024 17:00,299.14,310.62,2097,26.34,54.3
M03,1/7/2024 18:00,295.2,309.79,1467,36.91,56.1
M03,1/7/2024 19:00,298.08,305.44,1843,20.43,60.7
M03,1/7/2024 20:00,300.21,310.07,1658,54.23,59.5
M03,1/7/2024 21:00,298.66,309.9,1395,35.15,60.8
M03,1/7/2024 22:00,299.65,309.49,1504,49.37,59.9
M03,1/7/2024 23:00,295.38,309.5,1521,37.69,59.7
M03,1/8/2024 0:00,296.16,310.26,1856,28.43,246
M03,1/8/2024 1:00,297.65,310.72,1361,36.07,64.6
M03,1/8/2024 2:00,306.01,308.13,1443,61,64.8
M03,1/8/2024 3:00,295.64,309.23,1823,51.15,63.7
M03,1/8/2024 4:00,298.19,307.39,1311,48.58,67.3
M03,1/8/2024 5:00,300.37,309.2,1944,45.06,60.7
M03,1/8/2024 6:00,296.55,307.39,1797,39.17,64.1
M03,1/8/2024 7:00,301.28,308.45,2038,23.74,67.2
M03,1/8/2024 8:00,301.51,307.75,2136,48.86,63.8
M03,1/8/2024 9:00,300.3,305.33,1452,47.03,67.1
M03,1/8/2024 10:00,301.69,305.94,2221,20.15,70.8
M03,1/8/2024 11:00,298.03,309.1,2241,47.34,73.3
M03,1/8/2024 12:00,296.22,310.71,1412,33.56,70.9
M03,1/8/2024 13:00,298.53,307.69,1708,29.58,75.3
M03,1/8/2024 14:00,298.17,305.93,2045,41.09,75.3
M03,1/8/2024 15:00,300.9,308.83,1842,44.92,76.6
M03,1/8/2024 16:00,296.41,309.37,1795,44.03,77.2
M03,1/8/2024 17:00,299.97,311.83,1564,37.64,75.7
M03,1/8/2024 18:00,295.81,307.47,2183,40.4,78.9
M03,1/8/2024 19:00,299.72,311.26,2293,30.01,78.7
M03,1/8/2024 20:00,298.66,305.18,1497,21.86,71.6
M03,1/8/2024 21:00,300.5,311.88,1713,25.12,72.4
M03,1/8/2024 22:00,296.43,308.79,1934,48.49,73.5
M03,1/8/2024 23:00,300.18,311.05,2349,33.61,78.4
M03,1/9/2024 0:00,299.87,309.85,1296,52.43,77.9
M03,1/9/2024 1:00,301.83,307.19,2330,21.88,82.2
M03,1/9/2024 2:00,301.08,311.02,2107,49.05,84.7
M03,1/9/2024 3:00,299.53,310.29,2319,45.85,78.3
M03,1/9/2024 4:00,296.35,308.14,1352,26.54,78.8
M03,1/9/2024 5:00,297.64,308,2339,29.25,79.4
M03,1/9/2024 6:00,295.04,308.26,1517,21.4,87.9
M03,1/9/2024 7:00,300.42,309.38,1816,37.17,85.1
M03,1/9/2024 8:00,300.49,307.23,1650,53.49,85.3
M03,1/9/2024 9:00,296.12,308.8,2026,23.22,83.1
M03,1/9/2024 10:00,297.32,307.53,1647,53.26,87.8
M03,1/9/2024 11:00,298.93,310.26,1218,24.02,85.9
M03,1/9/2024 12:00,299.5,311.43,1699,53.56,90
M03,1/9/2024 13:00,301.41,311.61,1990,72.68,223
M03,1/9/2024 14:00,301.29,306.35,2252,22.88,85.6
M03,1/9/2024 15:00,300.41,308.73,1334,27.38,91.7
M03,1/9/2024 16:00,299.8,310.85,1621,38.82,93.2
M03,1/9/2024 17:00,300.43,309.53,1347,46.14,88.5
M03,1/9/2024 18:00,297.32,305.61,1311,26.23,90.2
M03,1/9/2024 19:00,300.75,311.38,2034,33.58,94.8
M03,1/9/2024 20:00,305.11,309.71,2295,20.21,96.4
M03,1/9/2024 21:00,298.52,307.03,1817,41.23,92.8
M03,1/9/2024 22:00,297.67,310.75,1263,36.59,96.1
M03,1/9/2024 23:00,297.74,310.58,2317,30.32,97.9
M03,1/10/2024 0:00,301.21,311.76,1964,53.51,92.4
M03,1/10/2024 1:00,295.99,305.29,2372,40.88,98.4
M03,1/10/2024 2:00,297.13,310.24,1904,27.41,102.9
M03,1/10/2024 3:00,296,306.29,1717,26.8,96.4
M03,1/10/2024 4:00,300.97,310.96,2324,36.14,100.8
M03,1/10/2024 5:00,295.47,305.69,2389,37.05,99.4
M03,1/10/2024 6:00,299.59,305.7,1342,51.5,100
M03,1/10/2024 7:00,299.31,307.14,2396,25.33,103.3
M03,1/10/2024 8:00,301.71,306.18,1841,28.62,100.6
M03,1/10/2024 9:00,298.05,310.88,1475,43.79,102.4
M03,1/10/2024 10:00,298.12,310.42,2197,39.31,101.6
M03,1/10/2024 11:00,300.89,311.01,1486,51.2,102.6
M03,1/10/2024 12:00,299.39,310.09,1238,49.74,107.7
M03,1/10/2024 13:00,299.05,310.38,1635,51.72,107.7
M03,1/10/2024 14:00,301.99,308.3,1504,32.8,105.2
M03,1/10/2024 15:00,300.13,307.04,2151,37.54,104.6
M03,1/10/2024 16:00,295.07,306.67,1539,46.5,105.8
M03,1/10/2024 17:00,298.96,308.96,1499,45.76,110
M03,1/10/2024 18:00,296.53,308.41,1328,29.25,108.3
M03,1/10/2024 19:00,307.26,310.54,2819,36.44,111.3
M03,1/10/2024 20:00,299.05,308.99,1971,42.88,111.1
M03,1/10/2024 21:00,300.85,308.62,1970,54.04,110.5
M03,1/10/2024 22:00,300.72,307.42,2187,51.05,109.1
M03,1/10/2024 23:00,298.08,306.61,2253,42.52,111.9
M03,1/11/2024 0:00,297.54,310.02,1442,43.14,114.7
M03,1/11/2024 1:00,295.79,309.73,2181,27.37,112.9
M03,1/11/2024 2:00,295.16,305.3,2374,40.73,113.4
M03,1/11/2024 3:00,301.24,306.03,1540,29.04,114.6
M03,1/11/2024 4:00,299.2,308.95,1238,50.75,120.8
M03,1/11/2024 5:00,301.63,306.52,2165,50.36,116
M03,1/11/2024 6:00,299.21,310.56,1572,41.81,120.2
M03,1/11/2024 7:00,299.8,311.46,1340,28.04,119.7
M03,1/11/2024 8:00,296.42,311.02,2232,43.95,124.9
M03,1/11/2024 9:00,296.24,311.31,1279,50.72,122.7
M03,1/11/2024 10:00,295.65,309.62,2304,48.96,127.1
M03,1/11/2024 11:00,299.54,308.65,1958,50.62,125.9
M03,1/11/2024 12:00,301.57,308.37,1980,32.27,127.7
M03,1/11/2024 13:00,300.86,309.03,2071,24.69,125.2
M03,1/11/2024 14:00,301.01,306.98,2313,34.3,123.1
M03,1/11/2024 15:00,300.53,309.05,1441,38.19,125.7
M03,1/11/2024 16:00,300.63,307.86,1418,25.42,129.2
M03,1/11/2024 17:00,300.98,307.96,1948,41.42,133.4
M03,1/11/2024 18:00,296.43,308.86,2341,36.89,127.9
M03,1/11/2024 19:00,296.78,307.15,1905,47.1,128.9
M03,1/11/2024 20:00,301.05,305.83,1670,35.63,132.7
M03,1/11/2024 21:00,296.5,307.8,1893,48.03,132.6
M03,1/11/2024 22:00,295.36,307.72,1210,48.15,135.5
M03,1/11/2024 23:00,299.2,305.62,2608,83.7,128.8
M03,1/12/2024 0:00,300.74,309.48,2099,20.37,137.3
M03,1/12/2024 1:00,298.63,306.36,2245,38.05,131.8
M03,1/12/2024 2:00,295.25,306.67,1200,54.15,131.1
M03,1/12/2024 3:00,297.8,309.69,2030,40.51,136.2
M03,1/12/2024 4:00,295.48,305.63,1782,45.41,137.4
M03,1/12/2024 5:00,297.43,310.71,1663,41.22,134.5
M03,1/12/2024 6:00,299.02,306.83,2033,37.72,138.9
M03,1/12/2024 7:00,297.38,305.82,2251,53.48,142.8
M03,1/12/2024 8:00,299.02,309.86,1972,39.71,142.5
M03,1/12/2024 9:00,301.73,308.21,2143,51.38,144.2
M03,1/12/2024 10:00,296.8,307.68,1651,43.69,138.7
M03,1/12/2024 11:00,301.69,308.62,1219,44.53,139.8
M03,1/12/2024 12:00,297.79,310.24,1900,22.66,147.2
M03,1/12/2024 13:00,297.47,311.26,1751,26.4,146.1
M03,1/12/2024 14:00,296.33,310.16,1680,45.74,148.1
M03,1/12/2024 15:00,296.42,306.75,1929,25.46,141.2
M03,1/12/2024 16:00,299.73,309.64,3054,46.75,241
M03,1/12/2024 17:00,301.08,308.44,2246,29.81,143.9
M03,1/12/2024 18:00,295.38,310.59,2179,52.89,142.8
M03,1/12/2024 19:00,301.02,310.43,2136,54.18,150.2
M03,1/12/2024 20:00,299.82,305.08,1631,33.28,145
M03,1/12/2024 21:00,301.03,306.31,1738,28.3,149.4
M03,1/12/2024 22:00,297.56,308.49,1631,34.67,153
M03,1/12/2024 23:00,297.8,308.16,2370,24.59,152
M03,1/13/2024 0:00,295.7,306.89,1682,39.44,155.6
M03,1/13/2024 1:00,300.6,310.17,2168,48.2,149.5
M03,1/13/2024 2:00,301.97,310.95,2258,38.69,151.7
M03,1/13/2024 3:00,305.52,311.01,1297,69.03,156.2
M03,1/13/2024 4:00,297.53,308.92,1727,32.04,154.2
M03,1/13/2024 5:00,299.76,309.24,2381,40.16,157.3
M03,1/13/2024 6:00,300.46,307.49,2245,37.06,158.9
M03,1/13/2024 7:00,297.67,307.01,1496,50.39,158.7
M03,1/13/2024 8:00,297.95,309.29,2028,49.71,153.8
M03,1/13/2024 9:00,296.6,307.22,1796,44.87,159.9
M03,1/13/2024 10:00,301.21,310.47,1943,46.18,159.8
M03,1/13/2024 11:00,296.17,310.98,1456,45.47,162
M03,1/13/2024 12:00,299.9,305.56,1541,33.9,157.1
M03,1/13/2024 13:00,298.31,305.38,2013,38.34,166.8
M03,1/13/2024 14:00,299.33,305.59,1998,30.83,160.1
M03,1/13/2024 15:00,299.39,305.92,1549,21,165
M03,1/13/2024 16:00,297.28,308.33,2307,52.72,164.6
M03,1/13/2024 17:00,301.64,308.78,2135,42.09,166.3
M03,1/13/2024 18:00,298.66,309.48,1834,51.81,165.5
M03,1/13/2024 19:00,295.63,307.16,2843,29.09,164.5
M03,1/13/2024 20:00,298.28,318.68,2932,53.14,167
M03,1/13/2024 21:00,296.32,311.18,2095,33.82,164.6
M03,1/13/2024 22:00,297.73,307.65,1738,22.77,170
M03,1/13/2024 23:00,300.6,309.29,1756,29.96,171.9
M03,1/14/2024 0:00,297.89,310.97,1573,24.78,166.3
M03,1/14/2024 1:00,298.17,319.82,2207,26.57,166.2
M03,1/14/2024 2:00,296.97,305.88,2097,45.45,169.1
M03,1/14/2024 3:00,298.46,307.39,1838,47.5,172.5
M03,1/14/2024 4:00,304.32,305.22,1364,82.5,177.8
M03,1/14/2024 5:00,296.75,307.67,1225,24.27,176.7
M03,1/14/2024 6:00,300.4,308.1,1268,26.97,177.2
M03,1/14/2024 7:00,299.66,306.46,1996,43.85,173.7
M03,1/14/2024 8:00,299.4,305.3,2325,38.23,173.9
M03,1/14/2024 9:00,296.39,311.21,1646,54.06,174.4
M03,1/14/2024 10:00,295.11,310.56,2397,24.19,255
M03,1/14/2024 11:00,299.84,309.82,1517,33,174.5
M03,1/14/2024 12:00,295.64,309.33,1322,22.09,180.8
M03,1/14/2024 13:00,300.54,305.88,1676,31.09,180.7
M03,1/14/2024 14:00,297.43,311.24,1595,20.75,179.7
M03,1/14/2024 15:00,296.75,305.28,2096,39.57,182.1
M03,1/14/2024 16:00,298.97,308.81,1862,45.63,180.2
M03,1/14/2024 17:00,301.4,308.88,1341,38.59,182.7
M03,1/14/2024 18:00,298.79,315.58,2236,33.27,209
M03,1/14/2024 19:00,299.61,308.77,1993,26.65,186.5
M03,1/14/2024 20:00,296.08,306.98,2039,42.43,181.5
M03,1/14/2024 21:00,295.47,310.85,1465,26.25,181.5
M03,1/14/2024 22:00,296.34,305.22,1995,43.03,187.2
M03,1/14/2024 23:00,296.79,307.56,1345,20.46,190
M03,1/15/2024 0:00,301.5,310.82,2158,48.04,184.1
M03,1/15/2024 1:00,301.57,307.91,1955,47.8,184.8
M04,1/6/2024 16:00,295.28,305.49,1822,22.73,0
M04,1/6/2024 17:00,295.71,306.62,1989,26.63,1
M04,1/6/2024 18:00,299.38,306.25,2343,34.53,0
M04,1/6/2024 19:00,297.51,308.21,2074,50.9,0
M04,1/6/2024 20:00,297.81,307.36,1523,38.69,4
M04,1/6/2024 21:00,301.32,308.85,1864,49.57,2.9
M04,1/6/2024 22:00,300.78,307.26,1692,39.71,1.7
M04,1/6/2024 23:00,301.48,306.78,2126,35.66,4.3
M04,1/7/2024 0:00,301.88,319.06,2260,24.73,10
M04,1/7/2024 1:00,295.15,310.75,1765,52.17,7
M04,1/7/2024 2:00,299,305.66,2142,32.45,4
M04,1/7/2024 3:00,299.08,306.63,1815,23.22,7.4
M04,1/7/2024 4:00,300.14,310.07,2188,26.05,12.4
M04,1/7/2024 5:00,299.03,311.35,1815,21.31,13
M04,1/7/2024 6:00,300.46,311.45,1884,32.18,13.8
M04,1/7/2024 7:00,301.07,311.09,1664,46.17,14.9
M04,1/7/2024 8:00,299.44,309.43,1310,30.67,7.6
M04,1/7/2024 9:00,296.05,308.52,1652,25.36,14.7
M04,1/7/2024 10:00,301.8,310.27,2378,37.67,10.9
M04,1/7/2024 11:00,297.76,305.93,1369,36.65,16.9
M04,1/7/2024 12:00,296.84,307.79,2089,47.08,11.5
M04,1/7/2024 13:00,298.92,308.42,2370,26.86,17.1
M04,1/7/2024 14:00,296.72,305.5,2080,31.32,21
M04,1/7/2024 15:00,299.7,307.96,1913,26.67,15.9
M04,1/7/2024 16:00,300.39,306.18,1916,41.57,23.1
M04,1/7/2024 17:00,296.02,305.31,1678,26.99,17.7
M04,1/7/2024 18:00,300.97,305.79,1311,28.51,21
M04,1/7/2024 19:00,300.83,307.01,1903,44.28,16.6
M04,1/7/2024 20:00,295.16,306.46,2301,27.42,21.7
M04,1/7/2024 21:00,298.84,309.36,1489,44.33,23.7
M04,1/7/2024 22:00,301.34,308.69,1723,25.96,20.6
M04,1/7/2024 23:00,299.33,305.37,1217,22.33,25.2
M04,1/8/2024 0:00,301.39,307.52,1420,20.67,28
M04,1/8/2024 1:00,296.62,307.66,1403,51.64,24.9
M04,1/8/2024 2:00,295.62,306.39,2952,78.87,28
M04,1/8/2024 3:00,295.13,309.79,1927,41.88,24
M04,1/8/2024 4:00,298.51,310.68,1727,50.75,31.3
M04,1/8/2024 5:00,295.21,308.88,1773,27.9,26.5
M04,1/8/2024 6:00,295.96,310.11,2266,53.62,30
M04,1/8/2024 7:00,296.59,306.68,1512,34.93,27.8
M04,1/8/2024 8:00,298.14,305.92,1483,40.34,32.2
M04,1/8/2024 9:00,295.97,309.82,2272,51.83,30.5
M04,1/8/2024 10:00,300.39,309.59,2356,52.1,30.1
M04,1/8/2024 11:00,301.64,305.83,1850,68.28,252
M04,1/8/2024 12:00,301.54,311.26,1760,25.32,30.3
M04,1/8/2024 13:00,295.18,311.9,1746,41.2,35.3
M04,1/8/2024 14:00,296.62,305.18,1362,44.08,34.7
M04,1/8/2024 15:00,299.23,309.98,1965,26.44,34.6
M04,1/8/2024 16:00,296.15,306.58,2036,46.76,31.6
M04,1/8/2024 17:00,297.89,310.2,1615,46.52,32.9
M04,1/8/2024 18:00,301.9,311.07,2203,44.08,41.7
M04,1/8/2024 19:00,297.99,310.43,1979,45.21,37.7
M04,1/8/2024 20:00,299,308.75,1278,38.22,39
M04,1/8/2024 21:00,304.35,311.97,2262,38.83,233
M04,1/8/2024 22:00,297.79,307.13,1785,36.15,40.3
M04,1/8/2024 23:00,295.38,308.62,1491,36.23,43.3
M04,1/9/2024 0:00,298.5,306.26,2398,52.82,44.5
M04,1/9/2024 1:00,297.89,308.16,1566,35.88,47.3
M04,1/9/2024 2:00,301.18,305.63,1863,44.21,48.2
M04,1/9/2024 3:00,300.03,305.86,1433,44.72,46.2
M04,1/9/2024 4:00,299.95,310.09,2247,41.42,42.2
M04,1/9/2024 5:00,295.31,306.2,1886,39.79,48
M04,1/9/2024 6:00,301.08,306.25,1305,34.69,45.2
M04,1/9/2024 7:00,305.74,309.39,1440,72.97,52.5
M04,1/9/2024 8:00,300.65,309.26,2210,28.33,49.5
M04,1/9/2024 9:00,297.87,305.56,1213,28.56,49.9
M04,1/9/2024 10:00,298.9,310.78,1300,26.47,45.7
M04,1/9/2024 11:00,296.02,305.23,2383,49.33,48.9
M04,1/9/2024 12:00,295.34,307.92,1565,25.65,49.5
M04,1/9/2024 13:00,299.9,309.01,2351,26.21,52
M04,1/9/2024 14:00,301.52,305.65,1812,31.3,57.2
M04,1/9/2024 15:00,300.31,310.9,1332,30.25,50.3
M04,1/9/2024 16:00,296.92,308.69,2274,78.38,51.8
M04,1/9/2024 17:00,299.23,310.52,1788,34.95,59
M04,1/9/2024 18:00,299.03,309.36,1465,41.5,56.2
M04,1/9/2024 19:00,298.48,310.66,1676,76.01,61.8
M04,1/9/2024 20:00,295.83,310.94,2049,34.49,56.1
M04,1/9/2024 21:00,299.46,305.08,1612,44.15,56.1
M04,1/9/2024 22:00,297.1,308.85,1212,23.98,57.6
M04,1/9/2024 23:00,298.98,311.72,1559,26.79,63.4
M04,1/10/2024 0:00,298.35,308.32,1272,42.6,60.6
M04,1/10/2024 1:00,301.24,308.76,1886,36.19,64.7
M04,1/10/2024 2:00,295.39,308.65,2357,45.37,60.5
M04,1/10/2024 3:00,296.46,309.8,1924,22.32,59.6
M04,1/10/2024 4:00,297.37,307.63,2294,49.48,64.5
M04,1/10/2024 5:00,307.45,311.05,1831,69.92,62.7
M04,1/10/2024 6:00,300.81,307.12,2275,30.58,61.5
M04,1/10/2024 7:00,300.44,311.39,2108,37.71,69.1
M04,1/10/2024 8:00,296.08,307.38,2190,45.64,67.1
M04,1/10/2024 9:00,296,311.1,2257,43.69,64
M04,1/10/2024 10:00,298.22,310,3028,24.05,66.5
M04,1/10/2024 11:00,301.22,305.72,1839,20.79,71.7
M04,1/10/2024 12:00,296.47,306.4,1786,29.68,68.1
M04,1/10/2024 13:00,295.82,306.05,1760,24.01,75.3
M04,1/10/2024 14:00,295.72,308.8,2325,31.15,67.9
M04,1/10/2024 15:00,296.98,306.71,1345,30.9,76.1
M04,1/10/2024 16:00,295.36,305.2,1303,23.71,68.5
M04,1/10/2024 17:00,296.25,309.17,2113,41.57,71.8
M04,1/10/2024 18:00,299.99,309.7,2292,22.75,78.7
M04,1/10/2024 19:00,298.97,305.65,2159,23.4,73.3
M04,1/10/2024 20:00,300.37,308.29,1658,25.03,80
M04,1/10/2024 21:00,297.54,306.28,1876,47.61,80.6
M04,1/10/2024 22:00,295.21,308.33,1919,36.75,81
